Date,Open,High,Low,Close,Adj Close,Volume
2016/3/29,4756.549805,4849.310059,4749.779785,4846.620117,4846.620117,1806490000
2016/3/30,4875.459961,4899.140137,4859.350098,4869.290039,4869.290039,1717820000
2016/3/31,4869.569824,4891.299805,4864.410156,4869.850098,4869.850098,1774270000
2016/4/1,4842.549805,4917.089844,4832.060059,4914.540039,4914.540039,1812250000
2016/4/4,4911.209961,4917.75,4885.169922,4891.799805,4891.799805,1705730000
2016/4/5,4855.899902,4872.700195,4838.620117,4843.930176,4843.930176,1726010000
2016/4/6,4849.580078,4921.509766,4849.279785,4920.720215,4920.720215,1761770000
2016/4/7,4893.569824,4901.490234,4831.490234,4848.370117,4848.370117,1908940000
2016/4/8,4883.990234,4892.600098,4835.359863,4850.689941,4850.689941,1588830000
2016/4/11,4873.390137,4897.549805,4833.399902,4833.399902,4833.399902,1545540000
2016/4/12,4838.819824,4879.600098,4808.910156,4872.089844,4872.089844,1759280000
2016/4/13,4904.790039,4951.910156,4903.600098,4947.419922,4947.419922,1936450000
2016/4/14,4947.620117,4961.299805,4931.810059,4945.890137,4945.890137,1645810000
2016/4/15,4938.830078,4950.430176,4925.459961,4938.220215,4938.220215,1684790000
2016/4/18,4919.359863,4960.790039,4915.629883,4960.02002,4960.02002,1672260000
2016/4/19,4968.299805,4968.669922,4915.52002,4940.330078,4940.330078,1824250000
2016/4/20,4941.990234,4969.319824,4928.290039,4948.129883,4948.129883,1781340000
2016/4/21,4949.120117,4966.609863,4932.640137,4945.890137,4945.890137,1758190000
2016/4/22,4898.240234,4921.660156,4872.02002,4906.22998,4906.22998,2018930000
2016/4/25,4891.47998,4904.870117,4878.370117,4895.790039,4895.790039,1582270000
2016/4/26,4903.810059,4915,4875.419922,4888.279785,4888.279785,1825020000
2016/4/27,4855.379883,4872.910156,4826.379883,4863.140137,4863.140137,1938780000
2016/4/28,4857.600098,4889.160156,4796.319824,4805.290039,4805.290039,2161400000
2016/4/29,4805.790039,4807.890137,4740.839844,4775.359863,4775.359863,2376460000
2016/5/2,4786.549805,4821.569824,4768.279785,4817.589844,4817.589844,1880460000
2016/5/3,4780.879883,4791.430176,4749.709961,4763.220215,4763.220215,1984340000
2016/5/4,4735.279785,4751.640137,4713.910156,4725.640137,4725.640137,1950800000
2016/5/5,4742.419922,4744.549805,4709.75,4717.089844,4717.089844,1888350000
2016/5/6,4695.899902,4736.160156,4684.279785,4736.160156,4736.160156,1860800000
2016/5/9,4736.350098,4771.939941,4735.060059,4750.209961,4750.209961,1625100000
2016/5/10,4768.910156,4811.299805,4758.200195,4809.879883,4809.879883,1760120000
2016/5/11,4799.299805,4812.189941,4760.359863,4760.689941,4760.689941,1859110000
2016/5/12,4778.189941,4779.459961,4710.169922,4737.330078,4737.330078,1930450000
2016/5/13,4731.069824,4759.290039,4708.259766,4717.680176,4717.680176,1698030000
2016/5/16,4728.859863,4791.25,4724.72998,4775.459961,4775.459961,1741510000
2016/5/17,4768.850098,4776.149902,4703.390137,4715.72998,4715.72998,1925230000
2016/5/18,4705.779785,4762.279785,4704.490234,4739.120117,4739.120117,1934100000
2016/5/19,4717.359863,4735.27002,4678.379883,4712.529785,4712.529785,1805890000
2016/5/20,4729.439941,4781.700195,4729,4769.560059,4769.560059,1970520000
2016/5/23,4771.569824,4792.640137,4763.910156,4765.779785,4765.779785,1865110000
2016/5/24,4792.850098,4865.990234,4792.629883,4861.060059,4861.060059,1942280000
2016/5/25,4877.180176,4905.450195,4872.419922,4894.890137,4894.890137,1784420000
2016/5/26,4897.779785,4909.379883,4887.27002,4901.77002,4901.77002,1606250000
2016/5/27,4904.049805,4933.5,4902.5,4933.5,4933.5,1505020000
2016/5/31,4938.47998,4951.450195,4923.029785,4948.049805,4948.049805,2285350000
2016/6/1,4928.970215,4958.97998,4923.200195,4952.25,4952.25,1797090000
2016/6/2,4941.25,4971.359863,4924.22998,4971.359863,4971.359863,1729050000
2016/6/3,4958.100098,4958.649902,4909.209961,4942.52002,4942.52002,1697840000
2016/6/6,4950.459961,4980.140137,4944.870117,4968.709961,4968.709961,1663840000
2016/6/7,4972.129883,4979.379883,4960.279785,4961.75,4961.75,1747760000
2016/6/8,4970.009766,4979.660156,4956.790039,4974.640137,4974.640137,1692640000
2016/6/9,4954.149902,4965.490234,4940.549805,4958.620117,4958.620117,1632340000
2016/6/10,4915.149902,4917.919922,4880.609863,4894.549805,4894.549805,1822200000
2016/6/13,4868.509766,4894.850098,4844.939941,4848.439941,4848.439941,1888300000
2016/6/14,4836.669922,4863.009766,4811.930176,4843.549805,4843.549805,1919710000
2016/6/15,4855.080078,4868.160156,4830.330078,4834.930176,4834.930176,1802200000
2016/6/16,4809.689941,4847.859863,4778.779785,4844.919922,4844.919922,1851770000
2016/6/17,4835.02002,4835.02002,4792.339844,4800.339844,4800.339844,2638220000
2016/6/20,4856.689941,4882.149902,4834.509766,4837.209961,4837.209961,1779560000
2016/6/21,4845.080078,4852.189941,4826.589844,4843.759766,4843.759766,1698080000
2016/6/22,4846.680176,4875.930176,4830,4833.319824,4833.319824,1682220000
2016/6/23,4872.189941,4910.040039,4859.399902,4910.040039,4910.040039,1738570000
2016/6/24,4715.790039,4798.220215,4698.419922,4707.97998,4707.97998,4411040000
2016/6/27,4664.430176,4665.040039,4574.25,4594.439941,4594.439941,2659650000
2016/6/28,4643.930176,4692.97998,4643.930176,4691.870117,4691.870117,2074090000
2016/6/29,4732.930176,4787.589844,4732.339844,4779.25,4779.25,2116550000
2016/6/30,4793.75,4843.109863,4774.52002,4842.669922,4842.669922,2171180000
2016/7/1,4837.180176,4880.169922,4837.169922,4862.569824,4862.569824,1745130000
2016/7/5,4837.060059,4839.129883,4797.290039,4822.899902,4822.899902,1690340000
2016/7/6,4799.319824,4861.049805,4786.009766,4859.160156,4859.160156,1876090000
2016/7/7,4867.470215,4889.009766,4853.680176,4876.810059,4876.810059,1672770000
2016/7/8,4906.660156,4959,4901.27002,4956.759766,4956.759766,1947260000
2016/7/11,4976.540039,5002.5,4976.540039,4988.640137,4988.640137,1718450000
2016/7/12,5017.990234,5032.100098,5009.680176,5022.819824,5022.819824,1866280000
2016/7/13,5036.319824,5036.379883,5002.819824,5005.72998,5005.72998,1650820000
2016/7/14,5041.950195,5045.180176,5025.149902,5034.060059,5034.060059,1641170000
2016/7/15,5041.189941,5044.810059,5018.52002,5029.589844,5029.589844,1610300000
2016/7/18,5034.990234,5063.529785,5030.129883,5055.779785,5055.779785,1585570000
2016/7/19,5038.220215,5052.240234,5028.240234,5036.370117,5036.370117,1694740000
2016/7/20,5061.600098,5098.25,5053.919922,5089.930176,5089.930176,1877330000
2016/7/21,5093.970215,5102.779785,5061.109863,5073.899902,5073.899902,1880310000
2016/7/22,5078.120117,5103.52002,5064.109863,5100.160156,5100.160156,1639000000
2016/7/25,5096.990234,5100.720215,5082.660156,5097.629883,5097.629883,1770620000
2016/7/26,5095.609863,5122.299805,5084.180176,5110.049805,5110.049805,2038060000
2016/7/27,5143.839844,5151.060059,5120.660156,5139.810059,5139.810059,2122250000
2016/7/28,5144.819824,5160.160156,5130.75,5154.97998,5154.97998,1950910000
2016/7/29,5162.149902,5175.810059,5140.049805,5162.129883,5162.129883,2072640000
2016/8/1,5167.419922,5199.129883,5158.930176,5184.200195,5184.200195,1866590000
2016/8/2,5177.529785,5181.02002,5109.799805,5137.72998,5137.72998,2142010000
2016/8/3,5133.240234,5159.740234,5128.439941,5159.740234,5159.740234,1909470000
2016/8/4,5158.02002,5174,5145.390137,5166.25,5166.25,1930000000
2016/8/5,5190.709961,5227.22998,5186.25,5221.120117,5221.120117,2017720000
2016/8/8,5223.540039,5228.399902,5202.180176,5213.140137,5213.140137,1624450000
2016/8/9,5216.209961,5238.540039,5214.950195,5225.47998,5225.47998,1664320000
2016/8/10,5227.950195,5227.959961,5193.799805,5204.580078,5204.580078,1651240000
2016/8/11,5222.149902,5235.290039,5211.25,5228.399902,5228.399902,1511670000
2016/8/12,5219.660156,5233.339844,5215.549805,5232.890137,5232.890137,1501620000
2016/8/15,5242.180176,5271.359863,5241.140137,5262.02002,5262.02002,1533170000
2016/8/16,5247.959961,5248.259766,5226.779785,5227.109863,5227.109863,1698390000
2016/8/17,5228.439941,5230.089844,5197.22998,5228.660156,5228.660156,1747890000
2016/8/18,5226.450195,5243.169922,5221.839844,5240.149902,5240.149902,1659080000
2016/8/19,5229.870117,5245.810059,5217.649902,5238.379883,5238.379883,1632740000
2016/8/22,5231.459961,5252.129883,5224.629883,5244.600098,5244.600098,1560210000
2016/8/23,5265.779785,5275.740234,5257.899902,5260.080078,5260.080078,1547050000
2016/8/24,5254.419922,5262.990234,5205.640137,5217.689941,5217.689941,1714780000
2016/8/25,5207.609863,5230.589844,5201.640137,5212.200195,5212.200195,1511890000
2016/8/26,5219.049805,5253.390137,5191.859863,5218.919922,5218.919922,1591060000
2016/8/29,5223.799805,5245.120117,5222.339844,5232.330078,5232.330078,1416640000
2016/8/30,5229.879883,5241.620117,5205.609863,5222.990234,5222.990234,1561020000
2016/8/31,5216.419922,5219.890137,5191.180176,5213.220215,5213.220215,1761770000
2016/9/1,5218.279785,5229.939941,5189.359863,5227.209961,5227.209961,1592520000
2016/9/2,5249.660156,5263.390137,5231.02002,5249.899902,5249.899902,1474200000
2016/9/6,5260,5275.910156,5244,5275.910156,5275.910156,1777940000
2016/9/7,5274.22998,5287.609863,5261.919922,5283.930176,5283.930176,1878460000
2016/9/8,5269.959961,5271.009766,5248.410156,5259.47998,5259.47998,1839790000
2016/9/9,5217.950195,5225.930176,5125.910156,5125.910156,5125.910156,2208690000
2016/9/12,5098.029785,5217.879883,5097.799805,5211.890137,5211.890137,2007610000
2016/9/13,5181.140137,5195.029785,5131.27002,5155.25,5155.25,2071460000
2016/9/14,5160.209961,5201.339844,5159.549805,5173.77002,5173.77002,1902680000
2016/9/15,5178.100098,5254.779785,5176.25,5249.689941,5249.689941,1950940000
2016/9/16,5238.709961,5248.600098,5218.970215,5244.569824,5244.569824,3013860000
2016/9/19,5263.549805,5281.069824,5222.910156,5235.029785,5235.029785,1791120000
2016/9/20,5256.189941,5265.180176,5235.419922,5241.350098,5241.350098,1695190000
2016/9/21,5263.649902,5299.399902,5233.939941,5295.180176,5295.180176,1999690000
2016/9/22,5323.259766,5342.879883,5320.930176,5339.52002,5339.52002,1882100000
2016/9/23,5327.430176,5329.709961,5301.629883,5305.75,5305.75,1761330000
2016/9/26,5275.72998,5282.27002,5254.959961,5257.490234,5257.490234,1669520000
2016/9/27,5254.180176,5306.810059,5251.319824,5305.709961,5305.709961,1751060000
2016/9/28,5312.72998,5320.620117,5284.839844,5318.549805,5318.549805,1785470000
2016/9/29,5311.310059,5317,5254.52002,5269.149902,5269.149902,1941170000
2016/9/30,5288.870117,5325.879883,5277.879883,5312,5312,2059800000
2016/10/3,5300.290039,5308.600098,5281.950195,5300.870117,5300.870117,1604060000
2016/10/4,5313.490234,5323.600098,5271.700195,5289.660156,5289.660156,1708990000
2016/10/5,5305.279785,5330.810059,5304.060059,5316.02002,5316.02002,1753340000
2016/10/6,5306.589844,5315.72998,5281.470215,5306.850098,5306.850098,1654020000
2016/10/7,5314.919922,5315.649902,5266.799805,5292.399902,5292.399902,1646650000
2016/10/10,5318.459961,5340.52002,5317.72998,5328.669922,5328.669922,1364150000
2016/10/11,5321.819824,5321.819824,5227.430176,5246.790039,5246.790039,1821680000
2016/10/12,5247.910156,5257.180176,5228.77002,5239.02002,5239.02002,1565940000
2016/10/13,5200.299805,5228.259766,5169.759766,5213.330078,5213.330078,1735310000
2016/10/14,5241.259766,5258.879883,5213.370117,5214.160156,5214.160156,1594480000
2016/10/17,5213.689941,5219.97998,5196.029785,5199.819824,5199.819824,1424270000
2016/10/18,5255.319824,5264.27002,5239.439941,5243.839844,5243.839844,1474430000
2016/10/19,5240.330078,5253.830078,5234.25,5246.410156,5246.410156,1546960000
2016/10/20,5238.200195,5252.100098,5216.049805,5241.830078,5241.830078,1741820000
2016/10/21,5238.649902,5259.129883,5225.759766,5257.399902,5257.399902,1649470000
2016/10/24,5290.310059,5311.5,5289.22998,5309.830078,5309.830078,1531970000
2016/10/25,5306.470215,5310.27002,5278.569824,5283.399902,5283.399902,1579490000
2016/10/26,5256.399902,5280.850098,5237.049805,5250.27002,5250.27002,1725900000
2016/10/27,5272.189941,5274.120117,5211.75,5215.970215,5215.970215,1918690000
2016/10/28,5203.700195,5232.350098,5178.759766,5190.100098,5190.100098,1895970000
2016/10/31,5205.089844,5206.709961,5186.560059,5189.140137,5189.140137,1707260000
2016/11/1,5199.77002,5201.129883,5112.319824,5153.580078,5153.580078,1878650000
2016/11/2,5147.279785,5156.700195,5097.560059,5105.569824,5105.569824,2105870000
2016/11/3,5104.700195,5115.060059,5053.52002,5058.410156,5058.410156,2107720000
2016/11/4,5034.410156,5087.509766,5034.410156,5046.370117,5046.370117,2015130000
2016/11/7,5128.990234,5169.410156,5122.77002,5166.169922,5166.169922,1914310000
2016/11/8,5154.990234,5214.169922,5145.299805,5193.490234,5193.490234,1736100000
2016/11/9,5143.859863,5258.990234,5143.859863,5251.069824,5251.069824,2824560000
2016/11/10,5283.47998,5302.680176,5145.319824,5208.799805,5208.799805,2984360000
2016/11/11,5191.819824,5241.080078,5179.640137,5237.109863,5237.109863,2285050000
2016/11/14,5246.330078,5247.169922,5192.049805,5218.399902,5218.399902,2369190000
2016/11/15,5241.350098,5287.060059,5236.25,5275.620117,5275.620117,2156500000
2016/11/16,5253.740234,5299.629883,5251.879883,5294.580078,5294.580078,2057140000
2016/11/17,5295.069824,5334.049805,5288.160156,5333.970215,5333.970215,2081760000
2016/11/18,5340.970215,5346.799805,5315.529785,5321.509766,5321.509766,1858610000
2016/11/21,5336.779785,5369.830078,5334.160156,5368.859863,5368.859863,1745320000
2016/11/22,5384.75,5392.259766,5365.600098,5386.350098,5386.350098,1886800000
2016/11/23,5366.549805,5380.680176,5350.680176,5380.680176,5380.680176,1616740000
2016/11/25,5388.490234,5398.919922,5379.279785,5398.919922,5398.919922,768070000
2016/11/28,5387.919922,5396.27002,5364.910156,5368.810059,5368.810059,1625620000
2016/11/29,5370.97998,5403.859863,5360.560059,5379.919922,5379.919922,1788790000
2016/11/30,5391.350098,5393.149902,5323.680176,5323.680176,5323.680176,2064430000
2016/12/1,5323.879883,5326.339844,5238.209961,5251.109863,5251.109863,2264960000
2016/12/2,5249.02002,5274.540039,5239.27002,5255.649902,5255.649902,1848930000
2016/12/5,5283.580078,5321.089844,5269.569824,5308.890137,5308.890137,1798160000
2016/12/6,5317.740234,5333.990234,5299.939941,5333,5333,1974850000
2016/12/7,5322.669922,5397.930176,5307.310059,5393.759766,5393.759766,2122590000
2016/12/8,5394.149902,5425.52002,5389.100098,5417.359863,5417.359863,2231070000
2016/12/9,5436.109863,5450.160156,5427.120117,5444.5,5444.5,2038700000
2016/12/12,5428.220215,5434.899902,5394.419922,5412.540039,5412.540039,1927560000
2016/12/13,5433.569824,5486.75,5430.720215,5463.830078,5463.830078,2085710000
2016/12/14,5465.689941,5476.25,5425.72998,5436.669922,5436.669922,1974150000
2016/12/15,5443.509766,5485.120117,5439.390137,5456.850098,5456.850098,2095910000
2016/12/16,5467.819824,5474.580078,5426.009766,5437.160156,5437.160156,3257750000
2016/12/19,5441.200195,5483.419922,5436.540039,5457.439941,5457.439941,1685800000
2016/12/20,5473.529785,5489.470215,5471.709961,5483.939941,5483.939941,1678040000
2016/12/21,5482.629883,5486.259766,5465.310059,5471.430176,5471.430176,1493900000
2016/12/22,5472.009766,5472.009766,5432.77002,5447.419922,5447.419922,1582600000
2016/12/23,5441.759766,5462.689941,5441.759766,5462.689941,5462.689941,1144280000
2016/12/27,5470.759766,5512.370117,5469.609863,5487.439941,5487.439941,1216870000
2016/12/28,5497.439941,5498.910156,5434.700195,5438.560059,5438.560059,1322130000
2016/12/29,5437.509766,5450.629883,5415.180176,5432.089844,5432.089844,1264480000
2016/12/30,5440.169922,5441.899902,5371.890137,5383.120117,5383.120117,1550820000
2017/1/3,5425.620117,5452.569824,5397.990234,5429.080078,5429.080078,1886200000
2017/1/4,5440.910156,5482.350098,5440.240234,5477,5477,1883360000
2017/1/5,5474.390137,5495.850098,5464.359863,5487.939941,5487.939941,1792610000
2017/1/6,5499.080078,5536.52002,5482.810059,5521.060059,5521.060059,1710770000
2017/1/9,5527.580078,5541.080078,5517.140137,5531.819824,5531.819824,1885500000
2017/1/10,5536.540039,5564.25,5528.109863,5551.819824,5551.819824,1796500000
2017/1/11,5550.720215,5564.080078,5524.029785,5563.649902,5563.649902,1954720000
2017/1/12,5542.560059,5550.669922,5496.819824,5547.490234,5547.490234,1801750000
2017/1/13,5557.569824,5584.259766,5557.200195,5574.120117,5574.120117,1605110000
2017/1/17,5555.160156,5557.049805,5527.220215,5538.72998,5538.72998,1757030000
2017/1/18,5546.939941,5555.97998,5534.77002,5555.649902,5555.649902,1683320000
2017/1/19,5560.609863,5571.529785,5528.370117,5540.080078,5540.080078,1805710000
2017/1/20,5556.870117,5574.350098,5542.22998,5555.330078,5555.330078,1740320000
2017/1/23,5546.640137,5564.140137,5522.689941,5552.939941,5552.939941,1650290000
2017/1/24,5568.27002,5606.529785,5558.490234,5600.959961,5600.959961,1805370000
2017/1/25,5635.859863,5658.589844,5634.330078,5656.339844,5656.339844,1959950000
2017/1/26,5666.279785,5669.609863,5647.649902,5655.180176,5655.180176,1827490000
2017/1/27,5664.879883,5667.450195,5643.899902,5660.779785,5660.779785,1663400000
2017/1/30,5635.859863,5636.089844,5578.759766,5613.709961,5613.709961,1777090000
2017/1/31,5592.870117,5615.149902,5576.089844,5614.790039,5614.790039,2041480000
2017/2/1,5654.509766,5662.109863,5621.029785,5642.649902,5642.649902,2223560000
2017/2/2,5627.149902,5656.009766,5616.399902,5636.200195,5636.200195,2073980000
2017/2/3,5650.72998,5666.839844,5647.580078,5666.77002,5666.77002,1786860000
2017/2/6,5656.950195,5668.200195,5650.259766,5663.549805,5663.549805,1732280000
2017/2/7,5674.859863,5689.600098,5664.819824,5674.220215,5674.220215,1919100000
2017/2/8,5662.950195,5686.959961,5649.390137,5682.450195,5682.450195,1945060000
2017/2/9,5688.02002,5722.709961,5685.149902,5715.180176,5715.180176,1943840000
2017/2/10,5726.169922,5743.430176,5717.419922,5734.129883,5734.129883,1852010000
2017/2/13,5753.189941,5770.990234,5751.919922,5763.959961,5763.959961,1840010000
2017/2/14,5756.509766,5783.089844,5748.740234,5782.569824,5782.569824,1945160000
2017/2/15,5777.899902,5821.950195,5776.700195,5819.439941,5819.439941,2083660000
2017/2/16,5823.009766,5835.149902,5796.709961,5814.899902,5814.899902,1943600000
2017/2/17,5807.310059,5838.580078,5800.799805,5838.580078,5838.580078,1875580000
2017/2/21,5850.200195,5867.890137,5847.5,5865.950195,5865.950195,1935110000
2017/2/22,5857.560059,5864.419922,5848.279785,5860.629883,5860.629883,1872330000
2017/2/23,5866.819824,5866.959961,5809.549805,5835.509766,5835.509766,1879670000
2017/2/24,5802.330078,5845.310059,5800.549805,5845.310059,5845.310059,1683280000
2017/2/27,5835.040039,5861.899902,5827,5861.899902,5861.899902,1876090000
2017/2/28,5852.790039,5855.069824,5817.220215,5825.439941,5825.439941,2298380000
2017/3/1,5874.859863,5911.790039,5865.790039,5904.029785,5904.029785,2210360000
2017/3/2,5897.009766,5897.009766,5856.299805,5861.220215,5861.220215,2040770000
2017/3/3,5854.27002,5870.75,5841.470215,5870.75,5870.75,1852130000
2017/3/6,5846.419922,5857.740234,5827.459961,5849.180176,5849.180176,1767840000
2017/3/7,5836.120117,5859.77002,5826.319824,5833.930176,5833.930176,1822000000
2017/3/8,5838.439941,5860.629883,5832.629883,5837.549805,5837.549805,1810480000
2017/3/9,5834.669922,5852.540039,5812.080078,5838.810059,5838.810059,1883930000
2017/3/10,5867.160156,5872.600098,5835.439941,5861.72998,5861.72998,1982150000
2017/3/13,5863.47998,5877.430176,5860.830078,5875.779785,5875.779785,1799340000
2017/3/14,5860.069824,5860.5,5831.879883,5856.819824,5856.819824,1663170000
2017/3/15,5869.97998,5911.200195,5858.160156,5900.049805,5900.049805,1952690000
2017/3/16,5907.859863,5911.47998,5887.240234,5900.759766,5900.759766,1766980000
2017/3/17,5898.580078,5912.609863,5890.419922,5901,5901,3184130000
2017/3/20,5898.810059,5915.120117,5888.120117,5901.529785,5901.529785,1730550000
2017/3/21,5923.419922,5928.060059,5790.72998,5793.830078,5793.830078,2192090000
2017/3/22,5790.589844,5825.669922,5781.799805,5821.640137,5821.640137,1857680000
2017/3/23,5812.310059,5842.819824,5806.97998,5817.689941,5817.689941,1742640000
2017/3/24,5839.330078,5858.950195,5807.830078,5828.740234,5828.740234,1841920000
2017/3/27,5776.330078,5849.200195,5769.390137,5840.370117,5840.370117,1670760000
2017/3/28,5836.5,5888.700195,5828.859863,5875.140137,5875.140137,1820860000
2017/3/29,5875.350098,5900.870117,5870.930176,5897.549805,5897.549805,1718680000
2017/3/30,5896.149902,5916.77002,5894,5914.339844,5914.339844,1723770000
2017/3/31,5905.629883,5927.810059,5901.77002,5911.740234,5911.740234,1902800000
2017/4/3,5917.319824,5928.930176,5867.72998,5894.680176,5894.680176,1854200000
2017/4/4,5878.759766,5901.390137,5878.759766,5898.609863,5898.609863,1790840000
2017/4/5,5911.919922,5936.390137,5856.259766,5864.47998,5864.47998,2204490000
2017/4/6,5870.52002,5889.580078,5856.220215,5878.950195,5878.950195,1845800000
2017/4/7,5873.939941,5892.069824,5855.509766,5877.810059,5877.810059,1692150000
2017/4/10,5883.430176,5907.850098,5865.560059,5880.930176,5880.930176,1630070000
2017/4/11,5871.160156,5878.939941,5819.290039,5866.77002,5866.77002,1821650000
2017/4/12,5863.589844,5868.089844,5830.439941,5836.160156,5836.160156,1658960000
2017/4/13,5828.370117,5856.540039,5805.149902,5805.149902,5805.149902,1581870000
2017/4/17,5821.549805,5856.790039,5818.200195,5856.790039,5856.790039,1381290000
2017/4/18,5838.589844,5860.040039,5828.569824,5849.470215,5849.470215,1608870000
2017/4/19,5874.430176,5894.680176,5856.339844,5863.029785,5863.029785,1752620000
2017/4/20,5887.870117,5926.22998,5880.200195,5916.779785,5916.779785,1749110000
2017/4/21,5919.02002,5919.22998,5899.430176,5910.52002,5910.52002,1723210000
2017/4/24,5979.959961,5989.919922,5970.25,5983.819824,5983.819824,1836570000
2017/4/25,6004.160156,6036.02002,6002.649902,6025.490234,6025.490234,1895430000
2017/4/26,6028.120117,6040.890137,6021.720215,6025.22998,6025.22998,1894210000
2017/4/27,6038.470215,6050.700195,6031.589844,6048.939941,6048.939941,1876700000
2017/4/28,6072.870117,6074.040039,6040.709961,6047.609863,6047.609863,1995160000
